Year,District,State,Total,20&Over,19,17-18,15-16,13-14,11-12,9-10,7-8,6&U
2013,Northern Plains,SD,32,2,5,-7,8,7,7,4,4,2
2013,Northern Plains,WY,-16,-12,0,10,8,-13,5,-9,1,-6
2013,Northern Plains,MT,27,6,6,-7,5,10,-34,13,6,22
2013,Northern Plains,ND,80,9,6,1,32,-8,15,-28,21,32
2013,Pacific,WA,4,-18,3,-2,2,4,5,-1,2,9
2013,Pacific,OR,48,30,5,-1,2,-1,3,5,2,3
2013,Pacific,HI,0,0,0,0,0,0,0,0,0,0
2013,Pacific,CA,59,20,-3,-5,11,16,-4,11,1,12
2013,Pacific,AK,48,41,-9,-9,14,-7,-7,-14,4,35
2013,Pacific,NV,-14,-1,0,-3,-1,-3,1,-6,2,-3
2013,Rocky Mountain,TX,50,30,-2,-4,-5,-1,14,-4,6,16
2013,Rocky Mountain,OK,-16,-7,-1,-1,0,-2,-1,-3,-1,0
2013,Rocky Mountain,UT,-21,-8,3,-1,5,-13,7,-10,-7,3
2013,Rocky Mountain,ID,35,21,-1,-6,-4,4,-1,11,3,8
2013,Rocky Mountain,CO,44,57,-18,-9,-10,1,15,-10,22,-4
2013,Rocky Mountain,AZ,4,0,-2,0,-4,-7,15,-6,6,2
2013,Rocky Mountain,NM,0,-2,1,-1,2,-3,1,-1,4,-1
2013,Southeastern,VA,61,26,-7,8,0,-1,16,-4,21,2
2013,Southeastern,TN,6,-4,3,1,4,0,1,-1,-6,8
2013,Southeastern,SC,-9,-1,0,-1,-5,1,2,-4,6,-7
2013,Southeastern,NC,3,0,0,-4,5,-8,1,-4,5,8
2013,Southeastern,MS,3,4,-1,0,-1,-2,1,0,1,1
2013,Southeastern,LA,8,3,0,0,-2,1,-1,0,1,6
2013,Southeastern,GA,-11,-1,0,0,-2,-6,0,2,-5,1
2013,Southeastern,FL,17,25,11,-2,5,4,-1,-4,-2,-19
2013,Southeastern,AR,0,2,-1,-2,-1,1,0,0,-2,3
2013,Southeastern,AL,6,-2,1,-3,4,-3,-4,7,-2,8
2013,Southeastern,MD,68,4,11,-9,18,25,9,-2,11,1
2013,Southeastern,DC,16,-1,6,0,4,-1,1,7,3,-3
2014,Atlantic,DE,9,2,2,0,3,1,1,4,0,-4
2014,Atlantic,E PA,-11,9,3,-7,31,18,-18,-4,-9,-34
2014,Atlantic,NJ,126,-10,-4,12,44,27,6,41,12,-2
2014,Central,IL,82,35,-6,18,10,0,73,27,-20,-55
2014,Central,IA,21,-4,2,-7,8,2,2,3,7,8
2014,Central,KS,-2,2,-1,-4,0,0,-1,3,2,-3
2014,Central,MO,68,-4,3,9,-2,9,15,26,19,-7
2014,Central,NE,44,12,6,5,8,6,7,6,-4,-2
2014,Central,WI,-5,25,-15,-32,-12,2,10,-27,20,24
2014,Massachusetts,MA,494,126,-8,23,-7,69,57,49,67,118
2014,Michigan,MI,181,101,19,9,36,-4,5,11,-2,6
2014,Mid-American,WV,-5,-8,2,9,-6,2,-2,4,-1,-5
2014,Mid-American,W PA,-14,-3,5,-22,10,16,-14,3,-1,-8
2014,Mid-American,IN,68,18,3,3,-6,6,9,18,10,7
2014,Mid-American,KY,-19,-2,-1,-2,0,-2,-6,1,-5,-2
2014,Mid-American,OH,25,-23,8,-3,16,0,13,9,11,-6
2014,Minnesota,MN,247,36,-13,28,68,-44,-3,-3,99,79
2014,New England,CT,-12,-55,-5,2,-8,9,16,-14,31,12
2014,New England,ME,36,2,-1,21,13,-15,-1,2,3,12
2014,New England,NH,-1,-3,6,16,-6,-12,-4,10,-8,0
2014,New England,RI,7,5,3,13,-9,-4,-8,10,-14,11
2014,New England,VT,-64,-55,-2,5,-6,15,-10,8,-1,-18
2014,New York,NY,-5,-34,-7,-19,50,-10,36,-63,35,7
2014,Northern Plains,SD,9,-6,-2,-4,-4,5,3,-1,16,2
2014,Northern Plains,WY,29,-9,5,-3,-2,7,3,14,8,6
2014,Northern Plains,MT,21,5,-1,13,-22,4,8,20,8,-14
2014,Northern Plains,ND,76,10,1,-13,-11,40,-4,24,15,14
2014,Pacific,WA,86,41,-4,-1,3,12,16,6,9,4
2014,Pacific,OR,26,26,-4,0,-1,-4,5,13,-2,-7
2014,Pacific,HI,0,0,0,0,0,0,0,0,0,0
2014,Pacific,CA,204,7,-5,19,31,7,50,29,43,23
2014,Pacific,AK,54,-16,5,2,-11,-2,9,17,5,45
2014,Pacific,NV,18,3,0,2,2,1,6,2,-1,3
2014,Rocky Mountain,TX,1,-47,0,15,-6,4,11,9,5,10
2014,Rocky Mountain,OK,14,9,0,1,4,-4,3,0,-1,2
2014,Rocky Mountain,UT,36,37,-7,7,8,-4,4,-15,6,0
2014,Rocky Mountain,ID,77,16,4,11,15,-5,21,6,0,9
2014,Rocky Mountain,CO,0,-16,-3,10,-6,10,11,-14,11,-3
2014,Rocky Mountain,AZ,203,70,8,-2,5,16,8,23,31,44
2014,Rocky Mountain,NM,16,5,0,-2,1,2,1,6,3,0
2014,Southeastern,VA,66,3,9,15,3,4,17,3,4,8
2014,Southeastern,TN,26,16,-3,5,0,2,-4,7,6,-3
2014,Southeastern,SC,40,15,3,-1,0,-1,4,4,11,5
2014,Southeastern,NC,24,13,-1,-2,7,-1,5,7,5,-9
2014,Southeastern,MS,-8,-4,0,0,0,1,-3,1,-2,-1
2014,Southeastern,LA,-6,-8,0,1,0,2,2,2,-1,-4
2014,Southeastern,GA,23,3,2,0,4,8,-8,-3,9,8
2014,Southeastern,FL,36,16,-4,-6,13,5,5,14,-1,-6
2014,Southeastern,AR,9,5,0,0,1,-1,0,2,3,-1
2014,Southeastern,AL,33,3,0,1,-1,-1,6,3,11,11
2014,Southeastern,MD,128,68,-8,8,20,1,21,7,1,10
2014,Southeastern,DC,3,1,-4,0,-2,-1,7,3,-5,4
2015,Atlantic,DE,1,-5,1,-5,5,-1,3,-3,3,3
2015,Atlantic,E PA,124,-8,-11,-10,51,-43,39,72,27,7
2015,Atlantic,NJ,18,6,-6,-3,1,-5,7,0,0,18
2015,Central,IL,165,29,14,2,23,28,5,10,8,46
2015,Central,IA,3,7,-8,5,-10,8,0,-1,12,-10
2015,Central,KS,1,-3,0,4,-3,3,0,10,-4,-6
2015,Central,MO,112,10,4,-8,4,18,-9,38,30,25
2015,Central,NE,1,2,-3,5,-8,-2,3,3,-2,3
2015,Central,WI,178,-27,0,-8,16,-18,-12,20,93,114
2015,Massachusetts,MA,217,81,10,65,6,30,17,-34,23,19
2015,Michigan,MI,190,63,-7,-7,27,-28,17,17,45,63
2015,Mid-American,WV,7,9,3,-11,3,3,-2,9,0,-7
2015,Mid-American,W PA,85,37,-15,7,4,14,7,8,-12,35
2015,Mid-American,IN,19,-12,0,5,-6,-10,21,4,-9,26
2015,Mid-American,KY,6,4,3,-5,-1,-1,1,0,4,1
2015,Mid-American,OH,33,12,-4,-3,3,1,2,-17,10,29
2015,Minnesota,MN,546,32,-1,13,-11,43,-33,104,109,290
2015,New England,CT,-7,-33,7,-2,17,8,21,-24,17,-18
2015,New England,ME,27,5,7,-8,-11,-16,12,4,7,27
2015,New England,NH,-19,-34,2,-6,8,-6,29,-7,10,-15
2015,New England,RI,0,-25,-2,5,-4,-2,7,-8,6,23
2015,New England,VT,79,43,4,-6,1,10,-5,-7,-2,41
2015,New York,NY,327,-30,-7,38,9,8,15,56,61,177
2015,Northern Plains,SD,20,0,-5,3,-2,7,4,-1,2,12
2015,Northern Plains,WY,23,8,-3,1,-10,3,-2,1,10,15
2015,Northern Plains,MT,43,20,-4,-3,13,-7,14,-5,-2,17
2015,Northern Plains,ND,115,-3,-3,15,4,19,-38,45,47,29
2015,Pacific,WA,154,-7,-1,6,6,14,12,29,55,40
2015,Pacific,OR,41,14,-1,3,0,8,10,-2,4,5
2015,Pacific,HI,0,0,0,0,0,0,0,0,0,0
2015,Pacific,CA,258,95,9,8,29,4,26,22,62,3
2015,Pacific,AK,70,17,-12,-1,-2,-9,8,18,38,13
2015,Pacific,NV,-12,-8,0,0,-6,2,-5,5,0,0
2015,Rocky Mountain,TX,36,15,2,-10,5,11,15,1,10,-13
2015,Rocky Mountain,OK,4,1,0,0,-1,3,1,-2,3,-1
2015,Rocky Mountain,UT,76,19,5,14,-6,23,0,14,-1,8
2015,Rocky Mountain,ID,-22,-20,-6,-12,11,6,2,-1,0,-2
2015,Rocky Mountain,CO,82,-30,5,-9,5,29,-11,69,12,12
2015,Rocky Mountain,AZ,27,0,-3,4,-5,7,2,6,4,12
2015,Rocky Mountain,NM,23,-4,1,-2,7,-1,7,0,-5,20
2015,Southeastern,VA,74,8,-1,1,19,11,1,8,23,4
2015,Southeastern,TN,32,5,3,1,-1,-3,-2,0,16,13
2015,Southeastern,SC,-11,3,-2,1,-1,-2,-3,4,-8,-3
2015,Southeastern,NC,27,-2,0,4,-11,16,7,2,-2,13
2015,Southeastern,MS,14,-2,0,0,0,1,1,2,0,12
2015,Southeastern,LA,12,-3,0,-1,1,0,4,-1,3,9
2015,Southeastern,GA,-1,0,-2,0,2,4,6,-4,-8,1
2015,Southeastern,FL,51,13,-4,2,1,25,17,-15,11,1
2015,Southeastern,AR,1,1,0,1,-2,0,4,-2,-2,1
2015,Southeastern,AL,8,6,-2,2,-1,0,3,-1,-1,2
2015,Southeastern,MD,57,-5,-3,29,13,25,-31,10,11,8
2015,Southeastern,DC,17,-3,-1,-1,0,0,9,-12,8,17
2016,Atlantic,DE,26,1,-2,7,-2,5,3,3,1,10
2016,Atlantic,E PA,-35,-19,1,1,-24,13,-19,-31,14,29
2016,Atlantic,NJ,180,11,3,18,-19,-28,41,9,69,76
2016,Central,IL,92,21,-7,10,-15,26,17,21,12,7
2016,Central,IA,25,-22,0,2,-4,-8,6,12,8,31
2016,Central,KS,-3,-1,1,-3,0,-3,1,-8,6,4
2016,Central,MO,88,2,-6,0,11,4,17,10,-7,57
2016,Central,NE,39,9,-1,2,1,-3,5,0,17,9
2016,Central,WI,284,50,3,8,11,-3,1,46,56,112
2016,Massachusetts,MA,166,-52,4,-23,75,0,-23,51,60,74
2016,Michigan,MI,121,-40,-7,15,-48,-9,33,-9,62,124
2016,Mid-American,IN,-20,6,1,-12,3,15,-14,-6,-9,-4
2016,Mid-American,KY,-7,3,0,-3,0,-1,-1,1,-1,-5
2016,Mid-American,OH,59,-2,-2,5,-1,-1,14,11,30,5
2016,Mid-American,W PA,13,-11,16,27,2,-15,-12,-7,21,-8
2016,Mid-American,WV,-15,-11,-3,-5,2,-7,5,-2,4,2
2016,Minnesota,MN,226,15,-7,16,9,-36,31,52,58,88
2016,New England,CT,11,12,-7,-2,17,27,-12,9,-9,-24
2016,New England,ME,95,-34,-3,11,-13,22,13,12,22,65
2016,New England,NH,21,-18,-7,-3,-13,-10,4,-6,43,31
2016,New England,RI,-60,-9,2,-15,-25,-3,4,-8,7,-13
2016,New England,VT,-103,-105,-6,-1,5,-22,12,7,1,6
2016,New York,NY,195,20,5,7,-24,48,-36,2,66,107
2016,Northern Plains,MT,13,10,7,-16,9,1,4,-7,9,-4
2016,Northern Plains,ND,71,9,-4,-5,31,-21,16,2,-8,51
2016,Northern Plains,SD,4,-11,2,0,1,0,-10,11,4,7
2016,Northern Plains,WY,33,-5,4,-7,-3,10,11,9,8,6
2016,Pacific,AK,30,-5,9,2,8,20,-6,-3,3,2
2016,Pacific,CA,230,-33,-5,16,-4,27,5,77,54,93
2016,Pacific,HI,21,15,0,1,0,0,0,1,2,2
2016,Pacific,NV,7,3,1,-1,2,0,5,-5,4,-2
2016,Pacific,OR,39,0,2,-2,-4,2,9,11,14,7
2016,Pacific,WA,88,-9,5,-1,15,10,6,38,14,10
2016,Rocky Mountain,AZ,45,26,0,-2,9,6,1,15,6,-16
2016,Rocky Mountain,CO,156,11,-14,-2,12,8,5,-2,78,60
2016,Rocky Mountain,ID,47,15,0,16,-5,1,7,-3,3,13
2016,Rocky Mountain,NM,-16,-14,-3,7,-4,3,-1,0,-1,-3
2016,Rocky Mountain,OK,24,-7,0,1,-2,0,2,3,9,18
2016,Rocky Mountain,TX,74,-20,0,-4,-2,11,-8,-3,51,49
2016,Rocky Mountain,UT,30,7,1,2,12,6,-10,0,6,6
2016,Southeastern,AL,45,-4,1,3,-2,6,4,4,24,9
2016,Southeastern,AR,9,0,0,-1,0,1,-5,2,9,3
2016,Southeastern,DC,21,-18,0,2,-4,7,1,5,10,18
2016,Southeastern,FL,135,-18,1,12,3,5,6,8,42,76
2016,Southeastern,GA,-9,-7,0,-1,7,0,-5,1,4,-8
2016,Southeastern,LA,12,-9,0,1,2,2,-3,2,4,13
2016,Southeastern,MD,76,2,3,-23,12,-13,7,-1,47,42
2016,Southeastern,MS,-7,1,0,2,2,-3,0,-1,2,-10
2016,Southeastern,NC,26,-16,-2,2,4,12,-3,-6,13,22
2016,Southeastern,SC,19,-2,0,-1,4,9,4,-1,2,4
2016,Southeastern,TN,67,-7,0,0,5,-1,12,20,21,17
2016,Southeastern,VA,68,-20,-1,13,-12,14,-10,15,29,40
2017,Atlantic,DE,8,-6,0,-1,1,-1,1,4,14,-4
2017,Atlantic,E PA,128,-3,-5,46,-34,28,27,12,30,27
2017,Atlantic,NJ,111,8,16,-10,7,16,5,21,36,12
2017,Central,IL,275,27,-11,-22,27,34,-38,-3,147,114
2017,Central,IA,23,7,6,-12,5,-2,-1,15,9,-4
2017,Central,KS,4,14,1,-3,0,-3,5,-1,-9,0
2017,Central,MO,11,8,1,2,12,-1,11,-14,22,-30
2017,Central,NE,10,22,5,-4,-5,13,2,-2,-9,-12
2017,Central,WI,318,35,0,12,31,0,13,70,53,104
2017,Massachusetts,MA,162,-64,-7,61,0,15,-28,31,116,38
2017,Michigan,MI,-64,-45,-16,-15,-12,4,-19,-5,28,16
2017,Mid-American,IN,12,17,1,1,8,14,9,0,15,-53
2017,Mid-American,KY,30,5,-2,-1,-2,0,6,-2,12,14
2017,Mid-American,OH,52,-30,-1,18,3,15,-8,14,16,25
2017,Mid-American,W PA,87,12,1,-18,15,14,4,14,48,-3
2017,Mid-American,WV,8,0,-2,2,3,1,7,3,-4,-2
2017,Minnesota,MN,303,-38,11,-11,-50,-58,43,39,213,154
2017,New England,CT,129,-2,1,20,16,23,-27,44,-14,68
2017,New England,ME,46,13,-6,-10,5,19,-23,-9,-13,70
2017,New England,NH,0,9,7,7,-11,15,-25,12,-20,6
2017,New England,RI,-24,3,-1,-9,-4,-2,-6,0,3,-8
2017,New England,VT,-19,-29,4,-1,13,-2,7,2,0,-13
2017,New York,NY,131,-20,5,1,25,-12,1,36,58,37
2017,Northern Plains,MT,37,8,-5,20,-13,8,0,13,10,-4
2017,Northern Plains,ND,38,6,7,-7,-2,-25,13,12,-5,39
2017,Northern Plains,SD,-17,11,-1,-2,8,0,-9,9,-19,-14
2017,Northern Plains,WY,-1,4,0,3,6,1,-3,-4,5,-13
2017,Pacific,AK,22,3,-8,-2,6,13,18,-10,22,-20
2017,Pacific,CA,446,52,4,13,7,19,54,111,93,93
2017,Pacific,HI,5,-1,0,0,1,0,0,3,0,2
2017,Pacific,NV,40,27,0,2,2,1,1,2,1,4
2017,Pacific,OR,7,-17,2,-1,3,7,2,-1,3,9
2017,Pacific,WA,128,52,-6,5,-1,10,14,19,-13,48
2017,Rocky Mountain,AZ,177,-5,4,11,12,6,18,33,47,51
2017,Rocky Mountain,CO,258,79,13,8,19,-27,53,55,38,20
2017,Rocky Mountain,ID,-8,-1,-2,4,-5,6,2,4,-9,-7
2017,Rocky Mountain,NM,12,4,4,-5,-3,-1,1,-3,11,4
2017,Rocky Mountain,OK,2,-1,0,-2,-3,-2,5,6,2,-3
2017,Rocky Mountain,TX,71,28,-2,8,4,-8,1,40,-3,3
2017,Rocky Mountain,UT,-7,-2,-2,-8,5,-10,9,-7,7,1
2017,Southeastern,AL,42,9,2,-3,5,1,-2,6,3,21
2017,Southeastern,AR,-4,-6,0,-1,0,0,1,3,-1,0
2017,Southeastern,DC,46,13,0,-3,2,9,-10,11,2,22
2017,Southeastern,FL,41,14,6,-5,13,4,-10,37,10,-28
2017,Southeastern,GA,31,-3,-1,3,8,-1,6,7,6,6
2017,Southeastern,LA,2,6,0,1,1,-1,1,6,0,-12
2017,Southeastern,MD,126,33,0,18,9,-16,14,38,16,14
2017,Southeastern,MS,3,0,0,-1,-1,1,0,2,1,1
2017,Southeastern,NC,127,-4,7,-4,15,-11,10,30,41,43
2017,Southeastern,SC,19,4,0,2,-2,1,7,2,6,-1
2017,Southeastern,TN,71,22,4,-1,-4,12,4,9,-2,27
2017,Southeastern,VA,68,17,3,-7,5,-22,23,38,-2,13
2018,Atlantic,DE,-8,1,1,-3,0,0,0,4,-7,-4
2018,Atlantic,E PA,67,24,7,-17,47,-22,-6,17,17,0
2018,Atlantic,NJ,64,-12,-7,5,-16,39,-4,51,2,6
2018,Central,IL,38,7,19,28,55,13,13,9,-47,-59
2018,Central,IA,15,0,-2,4,-3,1,3,14,2,-4
2018,Central,KS,39,14,0,0,-1,10,-1,9,8,0
2018,Central,MO,33,-9,-2,2,11,9,20,-1,-2,5
2018,Central,NE,-25,-24,0,0,4,2,-7,-4,3,1
2018,Central,WI,248,27,-1,9,15,-1,66,72,55,6
2018,Massachusetts,MA,512,33,15,53,26,-8,72,77,70,174
2018,Michigan,MI,225,62,41,4,-37,0,-3,42,28,89
2018,Mid-American,IN,32,-3,-5,4,-5,-5,21,11,15,-1
2018,Mid-American,KY,14,-2,0,1,0,5,-1,8,6,-3
2018,Mid-American,OH,131,36,2,-10,7,8,8,52,30,-2
2018,Mid-American,W PA,100,15,9,5,-16,-18,24,67,-6,20
2018,Mid-American,WV,1,1,0,0,-3,6,-3,-5,-3,8
2018,Minnesota,MN,340,23,4,-5,39,28,57,96,49,49
2018,New England,CT,155,-14,-7,-4,33,3,30,13,42,59
2018,New England,ME,-78,-36,6,-13,-17,-27,5,14,22,-32
2018,New England,NH,-15,7,0,-20,11,-9,-6,4,6,-8
2018,New England,RI,18,11,-1,-4,1,13,3,-2,3,-6
2018,New England,VT,-30,-5,-1,8,4,-9,-11,-21,-3,8
2018,New York,NY,422,133,34,11,24,-35,-1,70,50,135
2018,Northern Plains,MT,75,48,0,-7,-2,-9,-1,20,0,26
2018,Northern Plains,ND,10,-18,-5,20,-20,2,26,-20,32,-7
2018,Northern Plains,SD,32,-12,5,1,8,-4,15,-11,16,14
2018,Northern Plains,WY,13,14,-5,-5,9,2,9,9,-13,-7
2018,Pacific,AK,26,15,5,5,7,-9,-14,16,-13,14
2018,Pacific,CA,261,45,5,3,13,29,56,51,47,12
2018,Pacific,HI,12,5,0,0,-1,0,5,1,2,0
2018,Pacific,NV,97,33,-1,2,5,7,9,23,14,5
2018,Pacific,OR,27,22,-1,-2,5,11,3,-5,-6,0
2018,Pacific,WA,57,0,-1,2,-1,18,20,-12,37,-6
2018,Rocky Mountain,AZ,7,-12,3,-5,2,15,17,24,-1,-36
2018,Rocky Mountain,CO,99,103,0,-7,-9,16,17,14,-11,-24
2018,Rocky Mountain,ID,65,-15,18,-10,-1,9,-2,12,30,24
2018,Rocky Mountain,NM,-4,4,-3,3,1,0,3,2,-3,-11
2018,Rocky Mountain,OK,15,2,2,0,1,5,5,5,-3,-2
2018,Rocky Mountain,TX,42,-19,-1,0,6,8,16,23,2,7
2018,Rocky Mountain,UT,23,8,7,-3,12,-9,5,5,2,-4
2018,Southeastern,AL,22,18,-2,1,-1,3,7,11,-2,-13
2018,Southeastern,AR,3,-1,0,0,1,-1,1,6,-2,-1
2018,Southeastern,DC,24,4,-1,2,4,-3,6,-1,-3,16
2018,Southeastern,FL,129,42,-2,7,5,3,13,11,41,9
2018,Southeastern,GA,3,3,3,6,-5,-1,0,-5,2,0
2018,Southeastern,LA,-26,-7,0,1,0,-3,2,-9,-5,-5
2018,Southeastern,MD,62,9,3,12,11,22,14,20,-10,-19
2018,Southeastern,MS,0,0,0,-1,-1,-1,3,-1,4,-3
2018,Southeastern,NC,94,24,1,15,-3,10,14,37,15,-19
2018,Southeastern,SC,14,4,-1,-4,5,6,1,7,-7,3
2018,Southeastern,TN,-18,15,-5,2,4,-7,3,-6,-8,-16
2018,Southeastern,VA,-9,-15,2,-11,10,16,3,14,4,-32
2019,Atlantic,DE,5,3,1,0,0,0,0,5,-3,-1
2019,Atlantic,E PA,-5,-2,11,-10,-7,28,-12,9,-13,-9
2019,Atlantic,NJ,150,-10,8,5,40,32,22,16,43,-6
2019,Central,IL,-118,3,-5,-7,33,-56,-15,17,-52,-36
2019,Central,IA,3,-1,0,3,-3,-1,2,8,4,-9
2019,Central,KS,3,-1,-2,4,1,2,4,-6,-1,2
2019,Central,MO,177,-5,3,16,-10,22,7,40,66,38
2019,Central,NE,10,5,-6,-3,9,-1,10,3,-5,-2
2019,Central,WI,240,91,0,15,-20,14,38,3,15,84
2019,Massachusetts,MA,-213,-35,34,8,61,-42,-68,-2,-97,-72
2019,Michigan,MI,137,-16,3,4,34,29,5,80,35,-38
2019,Mid-American,IN,11,-7,0,-4,16,20,-6,-4,-1,-3
2019,Mid-American,KY,-16,-13,0,2,0,4,-5,9,-10,-3
2019,Mid-American,OH,40,-6,12,-10,-4,0,22,3,3,20
2019,Mid-American,W PA,-53,-12,-9,10,8,23,8,-2,-37,-42
2019,Mid-American,WV,-17,6,3,3,-1,5,-6,-4,-12,-11
2019,Minnesota,MN,169,2,3,30,32,-35,33,34,-63,133
2019,New England,CT,8,-32,14,10,25,-39,28,-17,38,-19
2019,New England,ME,77,5,3,2,18,-5,-4,-1,49,10
2019,New England,NH,-8,-8,3,-13,-4,-15,7,4,-14,32
2019,New England,RI,-14,-3,-1,-4,6,-1,-7,13,-22,5
2019,New England,VT,13,-17,-1,4,-2,7,6,0,-11,27
2019,New York,NY,-66,-174,-16,10,-15,-17,33,38,20,56
2019,Northern Plains,MT,6,1,1,-4,2,-2,13,-14,-4,13
2019,Northern Plains,ND,68,1,-3,-4,-22,15,20,21,-13,53
2019,Northern Plains,SD,12,-5,0,6,0,2,13,-10,9,-3
2019,Northern Plains,WY,8,-11,2,-2,3,4,5,3,-1,5
2019,Pacific,AK,-12,-26,-1,-9,8,7,-7,6,-12,22
2019,Pacific,CA,80,-53,0,-4,21,17,56,6,34,3
2019,Pacific,HI,-4,-5,0,-1,0,2,0,-4,3,1
2019,Pacific,NV,28,-14,2,0,2,14,17,16,-4,-5
2019,Pacific,OR,1,3,0,2,7,-7,2,-5,2,-3
2019,Pacific,WA,98,96,-3,11,7,-1,15,-8,8,-27
2019,Rocky Mountain,AZ,15,-11,-1,4,4,4,9,-6,3,9
2019,Rocky Mountain,CO,36,-22,1,17,-14,50,-15,14,-3,8
2019,Rocky Mountain,ID,76,66,-14,-5,11,-6,7,-9,14,12
2019,Rocky Mountain,NM,20,0,-1,1,3,2,1,7,9,-2
2019,Rocky Mountain,OK,-8,1,-2,-1,3,3,-7,-1,5,-9
2019,Rocky Mountain,TX,30,1,3,12,3,11,23,5,5,-33
2019,Rocky Mountain,UT,-38,-21,-5,9,-18,10,-10,1,-8,4
2019,Southeastern,AL,-11,2,0,-3,4,-7,4,-4,-5,-2
2019,Southeastern,AR,1,-1,0,2,2,1,5,-3,-4,-1
2019,Southeastern,DC,-18,8,2,1,8,-9,7,-2,-1,-32
2019,Southeastern,FL,225,44,-1,7,4,24,18,76,18,35
2019,Southeastern,GA,1,-3,-3,-4,-5,2,-2,9,0,7
2019,Southeastern,LA,-9,3,0,-2,-4,0,-3,3,2,-8
2019,Southeastern,MD,-16,-27,0,31,-10,17,14,-21,0,-20
2019,Southeastern,MS,3,0,0,0,1,3,-1,0,-2,2
2019,Southeastern,NC,63,9,0,1,17,0,14,10,5,7
2019,Southeastern,SC,-2,4,0,0,-2,-1,0,1,-1,-3
2019,Southeastern,TN,17,11,1,-5,-1,3,-3,8,5,-2
2019,Southeastern,VA,91,55,-3,15,-11,2,42,-21,1,11
2020,Atlantic,DE,-29,-26,-2,0,-1,-2,4,-5,0,3
2020,Atlantic,E PA,-346,-246,-25,8,-30,-30,5,-8,10,-30
2020,Atlantic,NJ,-403,-151,-18,-8,25,-20,-22,-55,-92,-62
2020,Central,IL,-707,-433,-20,20,-58,-15,-34,-57,-24,-86
2020,Central,IA,-6,-26,-5,-6,-3,11,21,-6,-1,9
2020,Central,KS,-23,-17,0,-1,4,-1,-5,-2,-1,0
2020,Central,MO,-59,8,4,3,16,0,4,-1,-42,-51
2020,Central,NE,-14,-11,0,-3,3,-2,-8,7,-3,3
2020,Central,WI,-609,-572,-9,16,35,68,34,21,-13,-189
2020,Massachusetts,MA,-1530,-594,-63,-14,20,5,14,-188,-230,-480
2020,Michigan,MI,-1276,-718,-49,-46,-31,-64,4,-50,-136,-186
2020,Mid-American,IN,-25,-34,4,-1,-1,-1,-11,13,-9,15
2020,Mid-American,KY,-17,3,0,-3,-1,-8,0,-11,-4,7
2020,Mid-American,OH,-173,-135,-24,10,13,-5,-1,-15,-26,10
2020,Mid-American,W PA,-210,-63,-6,-23,-14,8,1,-30,-43,-40
2020,Mid-American,WV,-16,-11,-3,-3,4,-3,5,1,2,-8
2020,Minnesota,MN,-154,-629,-43,126,375,258,-16,-27,23,-221
2020,New England,CT,-401,-128,-19,20,-4,19,-40,-36,-108,-105
2020,New England,ME,-349,-83,-8,30,6,-5,-36,-15,-78,-160
2020,New England,NH,-157,-81,-11,15,8,-1,19,-11,-18,-77
2020,New England,RI,-146,-63,0,12,18,-10,-13,-8,-8,-74
2020,New England,VT,-224,-87,-7,2,6,-18,-14,-9,-5,-92
2020,New York,NY,-1032,-525,-13,41,-18,-4,-30,-127,-73,-283
2020,Northern Plains,MT,-138,-131,5,0,0,3,-1,12,-4,-22
2020,Northern Plains,ND,73,-7,27,-12,15,36,-25,15,40,-16
2020,Northern Plains,SD,17,-2,-2,1,-8,5,-9,23,4,5
2020,Northern Plains,WY,-64,-70,-4,4,-5,-1,2,-1,7,4
2020,Pacific,AK,-491,-437,-8,-11,-14,-5,20,2,17,-55
2020,Pacific,CA,-1988,-930,-12,1,-51,-37,-148,-244,-324,-243
2020,Pacific,HI,-32,-12,0,0,0,-2,-5,-1,-7,-5
2020,Pacific,NV,54,10,-2,2,1,0,4,6,18,15
2020,Pacific,OR,-130,-82,-2,-3,5,3,-17,-11,-7,-16
2020,Pacific,WA,-520,-372,-1,-8,-6,-1,-34,-1,-51,-46
2020,Rocky Mountain,AZ,-145,-8,-3,9,-4,2,-8,-39,-51,-43
2020,Rocky Mountain,CO,-714,-632,-18,0,29,12,-20,-19,-52,-14
2020,Rocky Mountain,ID,-207,-171,-4,8,1,4,-8,-3,-23,-11
2020,Rocky Mountain,NM,-90,-46,2,-5,2,-1,-9,-7,-14,-12
2020,Rocky Mountain,OK,-24,-4,0,1,2,-6,0,-10,-7,0
2020,Rocky Mountain,TX,-39,-97,-1,-1,15,0,-2,-14,6,55
2020,Rocky Mountain,UT,-78,-112,-1,10,-11,9,7,13,7,0
2020,Southeastern,AL,-53,-12,-1,2,-7,5,-8,-2,-18,-12
2020,Southeastern,AR,-4,-1,0,0,-3,0,-1,-4,2,3
2020,Southeastern,DC,-92,-36,-1,2,-3,9,-6,-4,-12,-41
2020,Southeastern,FL,-227,-96,6,-1,12,-1,8,-43,-56,-56
2020,Southeastern,GA,-31,-20,2,3,2,4,1,-5,-7,-11
2020,Southeastern,LA,-15,-8,0,-1,0,3,-2,-2,-6,1
2020,Southeastern,MD,-318,-149,-12,-30,0,-8,-9,-37,-45,-28
2020,Southeastern,MS,-12,-2,0,1,-1,-1,1,-3,-4,-3
2020,Southeastern,NC,-232,-47,-1,-3,-7,-7,-18,-54,-52,-43
2020,Southeastern,SC,-8,-9,0,4,6,-1,1,-9,-4,4
