Year,District,State,Total,20&Over,19,17-18,15-16,13-14,11-12,9-10,7-8,6&U
2006,Atlantic,DE,-20.833333333333336,-22.448979591836736,0.0,-42.857142857142854,-25.0,33.33333333333333,-50.0,33.33333333333333,,-100.0
2006,Atlantic,NJ,14.748953974895398,6.698564593301436,100.0,27.083333333333332,23.931623931623932,5.952380952380952,16.883116883116884,15.107913669064748,-3.5294117647058822,87.09677419354838
2006,Atlantic,E PA,6.244260789715335,0.0,66.66666666666666,19.130434782608695,-23.232323232323232,25.563909774436087,24.03846153846154,5.88235294117647,29.545454545454547,50.0
2006,Central,IL,1.9760790431617263,9.68586387434555,42.857142857142854,-10.344827586206897,11.219512195121952,-8.050847457627118,13.934426229508196,-9.554140127388536,2.242152466367713,-3.9215686274509802
2006,Central,IA,-2.127659574468085,9.67741935483871,-60.0,20.0,10.0,-11.11111111111111,35.0,-40.0,10.526315789473683,-8.571428571428571
2006,Central,KS,-7.142857142857142,27.27272727272727,,-100.0,-33.33333333333333,25.0,30.0,0.0,-44.44444444444444,-60.0
2006,Central,MO,4.635761589403973,9.090909090909092,-63.63636363636363,50.0,-3.4482758620689653,-13.88888888888889,20.588235294117645,-2.083333333333333,16.0,11.76470588235294
2006,Central,NE,25.0,112.5,,75.0,-14.285714285714285,-14.285714285714285,133.33333333333331,0.0,25.0,-15.384615384615385
2006,Central,WI,2.824332712600869,15.425531914893616,6.25,-26.168224299065418,3.2467532467532463,-8.280254777070063,9.775967413441954,2.7777777777777777,2.7027027027027026,9.670329670329672
2006,Massachusetts,MA,1.7525503531258173,5.5242390078917705,3.225806451612903,5.714285714285714,10.2803738317757,10.465116279069768,1.1637572734829593,5.486725663716814,-1.293103448275862,-12.012012012012011
2006,Michigan,MI,4.699205448354142,11.613876319758672,57.407407407407405,4.3999999999999995,3.3333333333333335,8.519269776876268,-6.357388316151202,-1.1299435028248588,-3.007518796992481,2.857142857142857
2006,Mid-American,IN,6.620209059233449,7.000000000000001,-28.57142857142857,-15.384615384615385,-8.695652173913043,20.588235294117645,-8.823529411764707,4.3478260869565215,0.0,93.75
2006,Mid-American,KY,25.688073394495415,36.84210526315789,300.0,0.0,47.05882352941176,20.0,37.5,-18.181818181818183,0.0,50.0
2006,Mid-American,OH,9.820485744456176,12.987012987012985,0.0,-3.571428571428571,-6.097560975609756,20.2020202020202,10.76923076923077,-7.936507936507936,5.813953488372093,59.61538461538461
2006,Mid-American,W PA,4.430379746835443,-11.03896103896104,17.647058823529413,9.67741935483871,2.73972602739726,-8.98876404494382,5.263157894736842,14.0625,31.11111111111111,42.42424242424242
2006,Mid-American,WV,-10.948905109489052,-21.052631578947366,-100.0,0.0,-11.11111111111111,-5.555555555555555,0.0,-21.052631578947366,0.0,14.285714285714285
2006,Minnkota,MN,8.5065395924161,18.29501915708812,-1.694915254237288,20.903954802259886,24.210526315789473,-0.23148148148148145,8.575803981623277,4.927824788451966,7.351225204200699,10.612244897959183
2006,Minnkota,ND,4.9237983587338805,-6.25,120.0,-8.955223880597014,-1.9607843137254901,4.40251572327044,-1.5706806282722512,-1.5037593984962405,38.095238095238095,13.750000000000002
2006,Minnkota,SD,17.0,25.0,200.0,8.108108108108109,12.068965517241379,5.555555555555555,43.24324324324324,-14.705882352941178,27.27272727272727,27.77777777777778
2006,New England,CT,14.216738197424894,6.2015503875969,20.0,50.76923076923077,23.404255319148938,12.121212121212121,2.8328611898017,7.719298245614035,22.171945701357465,28.342245989304814
2006,New England,ME,4.815409309791333,-0.5434782608695652,-26.666666666666668,38.23529411764706,-7.758620689655173,11.979166666666668,-8.522727272727272,0.0,9.649122807017543,21.008403361344538
2006,New England,NH,8.226691042047532,8.633093525179856,133.33333333333331,-16.666666666666664,16.129032258064516,0.0,15.267175572519085,9.803921568627452,13.513513513513514,6.363636363636363
2006,New England,RI,9.261939218523878,15.384615384615385,600.0,81.25,16.071428571428573,5.617977528089887,5.88235294117647,11.827956989247312,0.9090909090909091,-0.7518796992481203
2006,New England,VT,-0.9954058192955589,-2.2151898734177213,-55.55555555555556,8.928571428571429,15.053763440860216,-9.950248756218906,-2.5510204081632653,-7.453416149068323,-0.7692307692307693,17.037037037037038
2006,New York,NY,10.674429888403687,18.37916063675832,25.53191489361702,-18.007662835249043,1.0729613733905579,12.830188679245284,3.6392405063291138,10.638297872340425,17.419354838709676,23.819742489270386
2006,Pacific,AK,2.556299452221546,1.8111254851228977,-53.333333333333336,55.26315789473685,-25.892857142857146,28.799999999999997,3.592814371257485,-3.3707865168539324,4.385964912280701,2.479338842975207
2006,Pacific,CA,9.230769230769232,10.085227272727272,40.0,38.297872340425535,-11.224489795918368,-1.7857142857142856,-3.9215686274509802,26.027397260273972,24.074074074074073,8.0
2006,Pacific,HI,inf,,,,,,,,,
2006,Pacific,NV,19.148936170212767,0.0,-100.0,-100.0,133.33333333333331,0.0,-28.57142857142857,250.0,,200.0
2006,Pacific,OR,20.454545454545457,43.333333333333336,0.0,-20.0,-15.789473684210526,-12.5,57.14285714285714,28.57142857142857,-14.285714285714285,
2006,Pacific,WA,0.27137042062415195,0.234192037470726,25.0,16.666666666666664,-31.70731707317073,100.0,3.508771929824561,-11.475409836065573,-36.734693877551024,10.526315789473683
2006,Rocky Mountain,AZ,-20.833333333333336,-37.64705882352941,-25.0,-47.368421052631575,26.923076923076923,-31.57894736842105,24.324324324324326,-33.33333333333333,63.63636363636363,30.0
